,Year,Total,Gender,Symbol,GDP,Country
1783,2010,41.0,0.0,NOR,88163.2085931423,Norway
1784,2011,67.0,16.666666666666664,NOR,101221.813476644,Norway
1785,2012,33.0,33.33333333333333,NOR,102175.919298374,Norway
1786,2013,36.0,33.33333333333333,NOR,103553.840134417,Norway
1787,2014,61.0,16.666666666666664,NOR,97666.6951838749,Norway
1788,2015,54.0,16.666666666666664,NOR,74809.9658049898,Norway
1789,2016,34.0,16.666666666666664,NOR,70867.3609970749,Norway
1790,2017,71.0,16.666666666666664,NOR,76131.8384032764,Norway
1791,2018,73.0,16.666666666666664,NOR,82792.8427113304,Norway
1792,2019,122.0,0.0,NOR,76430.5889473338,Norway
1793,2005,11.0,33.33333333333333,PAK,832.751137517234,Pakistan
1794,2006,32.0,20.0,PAK,909.032403273312,Pakistan
1795,2007,32.0,0.0,PAK,1012.18279419002,Pakistan
1796,2009,21.0,0.0,PAK,985.349300762774,Pakistan
1797,2010,19.0,20.0,PAK,1011.59718017727,Pakistan
1798,2011,35.0,25.0,PAK,1161.04432084751,Pakistan
1799,2012,41.0,20.0,PAK,1236.89276298823,Pakistan
1800,2013,25.0,0.0,PAK,1259.66836828623,Pakistan
1801,2014,50.0,0.0,PAK,1303.18536985282,Pakistan
1802,2015,25.0,16.666666666666664,PAK,1421.83527830089,Pakistan
1803,2016,18.0,16.666666666666664,PAK,1468.82208238833,Pakistan
1804,2017,58.0,0.0,PAK,1567.6406123353,Pakistan
1805,2018,35.0,0.0,PAK,1620.74259148331,Pakistan
1806,2019,34.0,20.0,PAK,1437.1658330724,Pakistan
1807,1986,0.0,Nan,PAN,3025.3472246947,Panama
1808,1987,7.0,Nan,PAN,2972.12831447948,Panama
1809,2006,33.0,25.0,PAN,5385.56424337546,Panama
1810,2009,12.0,0.0,PAN,7618.43845900774,Panama
1811,2010,32.0,0.0,PAN,8124.55830734871,Panama
1812,2011,6.0,0.0,PAN,9403.43990821634,Panama
1813,2012,17.0,0.0,PAN,10767.2931788172,Panama
1814,2013,19.0,0.0,PAN,11932.2862205866,Panama
1815,2014,7.0,0.0,PAN,12837.2479584282,Panama
1816,2015,9.0,0.0,PAN,13669.5594424097,Panama
1817,2017,15.0,0.0,PAN,15185.9724813803,Panama
1818,2018,21.0,0.0,PAN,16156.0742859681,Panama
1819,2019,37.0,0.0,PAN,16472.8317470488,Panama
1820,1997,8.0,Nan,PRY,2068.20837812986,Paraguay
1821,1998,6.0,Nan,PRY,1880.89316502001,Paraguay
1822,2001,2.0,0.0,PRY,1630.1908460827,Paraguay
1823,2002,11.0,Nan,PRY,1361.24928059287,Paraguay
1824,2003,0.0,Nan,PRY,1436.76490433294,Paraguay
1825,2004,13.0,Nan,PRY,1776.93225816866,Paraguay
1826,2005,12.0,50.0,PRY,1960.51476554933,Paraguay
1827,2006,47.0,25.0,PRY,2426.41709770871,Paraguay
1828,2007,32.0,25.0,PRY,3194.26298162817,Paraguay
1829,2008,24.0,0.0,PRY,4360.4291089526,Paraguay
1830,2009,14.0,25.0,PRY,3920.18607071017,Paraguay
1831,2010,26.0,0.0,PRY,4725.72634101583,Paraguay
1832,2011,38.0,20.0,PRY,5776.2818479967,Paraguay
1833,2012,31.0,33.33333333333333,PRY,5617.10491786787,Paraguay
1834,2013,38.0,16.666666666666664,PRY,6410.81470278733,Paraguay
1835,2014,56.0,0.0,PRY,6629.41699277341,Paraguay
1836,2015,53.0,0.0,PRY,5861.40189546648,Paraguay
1837,2016,55.0,0.0,PRY,5759.04219789251,Paraguay
1838,2017,48.0,16.666666666666664,PRY,6136.0583014952,Paraguay
1839,2018,12.0,16.666666666666664,PRY,6242.96145417898,Paraguay
1840,2019,18.0,16.666666666666664,PRY,5807.83879407975,Paraguay
1841,1985,26.0,0.0,CHN,294.78973494214,People's Republic of China
1842,1986,177.0,16.666666666666664,CHN,281.699495234272,People's Republic of China
1843,1987,200.0,16.666666666666664,CHN,301.733249522454,People's Republic of China
1844,1988,201.0,16.666666666666664,CHN,370.219284508463,People's Republic of China
1845,1989,237.0,16.666666666666664,CHN,407.892658171152,People's Republic of China
1846,1990,230.0,0.0,CHN,347.57836594833,People's Republic of China
1847,1991,231.0,0.0,CHN,359.213268699902,People's Republic of China
1848,1992,240.0,0.0,CHN,423.304430056569,People's Republic of China
1849,1993,215.0,0.0,CHN,525.365692365863,People's Republic of China
1850,1994,229.0,0.0,CHN,473.489916407064,People's Republic of China
1851,1995,236.0,16.666666666666664,CHN,609.604337927454,People's Republic of China
1852,1996,160.0,16.666666666666664,CHN,709.415888233368,People's Republic of China
1853,1997,223.0,0.0,CHN,781.74256121344,People's Republic of China
1854,1999,182.0,0.0,CHN,873.297610969115,People's Republic of China
1855,2000,218.0,0.0,CHN,959.360431340438,People's Republic of China
1856,2001,225.0,0.0,CHN,1053.11231446589,People's Republic of China
1857,2002,212.0,0.0,CHN,1148.51425712598,People's Republic of China
1858,2003,211.0,0.0,CHN,1288.63749136212,People's Republic of China
1859,2004,220.0,0.0,CHN,1508.66791563578,People's Republic of China
1860,2005,235.0,0.0,CHN,1753.41419162417,People's Republic of China
1861,2006,214.0,0.0,CHN,2099.2194300786,People's Republic of China
1862,2007,181.0,0.0,CHN,2693.95873162278,People's Republic of China
1863,2008,217.0,16.666666666666664,CHN,3468.32706308591,People's Republic of China
1864,2009,221.0,0.0,CHN,3832.22745696438,People's Republic of China
1865,2010,197.0,16.666666666666664,CHN,4550.47394361131,People's Republic of China
1866,2011,189.0,0.0,CHN,5614.3860223103,People's Republic of China
1867,2012,195.0,0.0,CHN,6300.58217952904,People's Republic of China
1868,2013,208.0,0.0,CHN,7020.38607424065,People's Republic of China
1869,2014,201.0,0.0,CHN,7636.0743401587,People's Republic of China
1870,2015,181.0,0.0,CHN,8016.44559491162,People's Republic of China
1871,2016,204.0,0.0,CHN,8094.39016730811,People's Republic of China
1872,2017,159.0,0.0,CHN,8817.04560829162,People's Republic of China
1873,2018,199.0,0.0,CHN,9905.40638307759,People's Republic of China
1874,2019,227.0,0.0,CHN,10143.8602205959,People's Republic of China
1875,1987,41.0,Nan,PER,1767.34708115053,Peru
1876,1988,55.0,0.0,PER,730.20976255024,Peru
1877,1989,51.0,Nan,PER,1040.47516364189,Peru
1878,1997,64.0,Nan,PER,2292.39651714831,Peru
1879,1998,60.0,Nan,PER,2149.70106301576,Peru
1880,1999,10.0,Nan,PER,1911.73501688306,Peru
1881,2000,32.0,Nan,PER,1941.318259717,Peru
1882,2001,67.0,0.0,PER,1925.97942030475,Peru
1883,2002,59.0,Nan,PER,2003.97108061855,Peru
1884,2003,37.0,Nan,PER,2126.13782387391,Peru
1885,2004,49.0,Nan,PER,2393.66589710452,Peru
1886,2005,104.0,16.666666666666664,PER,2702.23770075461,Peru
1887,2006,85.0,33.33333333333333,PER,3123.32015935927,Peru
1888,2007,91.0,16.666666666666664,PER,3572.36358879114,Peru
1889,2008,141.0,0.0,PER,4184.88598248749,Peru
1890,2009,144.0,0.0,PER,4164.97048299155,Peru
1891,2010,124.0,0.0,PER,5047.2046433225,Peru
1892,2011,113.0,0.0,PER,5826.83230656078,Peru
1893,2012,125.0,0.0,PER,6475.72044267849,Peru
1894,2013,132.0,0.0,PER,6697.18774707052,Peru
1895,2014,126.0,0.0,PER,6614.83081997934,Peru
1896,2015,118.0,0.0,PER,6180.11926810233,Peru
1897,2016,124.0,0.0,PER,6163.86042474328,Peru
1898,2017,109.0,0.0,PER,6676.30879274916,Peru
1899,2018,125.0,16.666666666666664,PER,6912.10398761205,Peru
1900,2019,137.0,16.666666666666664,PER,6955.88082448096,Peru
1901,1988,29.0,0.0,PHI,,Philippines
1902,1989,45.0,Nan,PHI,,Philippines
1903,1990,46.0,0.0,PHI,,Philippines
1904,1991,64.0,0.0,PHI,,Philippines
1905,1992,40.0,0.0,PHI,,Philippines
1906,1993,33.0,0.0,PHI,,Philippines
1907,1994,53.0,0.0,PHI,,Philippines
1908,1995,28.0,0.0,PHI,,Philippines
1909,1996,8.0,Nan,PHI,,Philippines
1910,1997,14.0,0.0,PHI,,Philippines
1911,1998,11.0,0.0,PHI,,Philippines
1912,1999,24.0,0.0,PHI,,Philippines
1913,2000,23.0,0.0,PHI,,Philippines
1914,2001,16.0,0.0,PHI,,Philippines
1915,2002,18.0,0.0,PHI,,Philippines
1916,2003,9.0,0.0,PHI,,Philippines
1917,2004,16.0,0.0,PHI,,Philippines
1918,2005,30.0,0.0,PHI,,Philippines
1919,2007,21.0,16.666666666666664,PHI,,Philippines
1920,2008,23.0,0.0,PHI,,Philippines
1921,2009,26.0,25.0,PHI,,Philippines
1922,2010,45.0,33.33333333333333,PHI,,Philippines
1923,2011,69.0,20.0,PHI,,Philippines
1924,2012,41.0,33.33333333333333,PHI,,Philippines
1925,2013,72.0,40.0,PHI,,Philippines
1926,2014,96.0,16.666666666666664,PHI,,Philippines
1927,2015,87.0,0.0,PHI,,Philippines
1928,2016,133.0,0.0,PHI,,Philippines
1929,2017,120.0,0.0,PHI,,Philippines
1930,2018,121.0,0.0,PHI,,Philippines
1931,2019,129.0,0.0,PHI,,Philippines
1932,1984,140.0,0.0,POL,,Poland
1933,1985,101.0,0.0,POL,,Poland
1934,1986,93.0,0.0,POL,,Poland
1935,1987,55.0,0.0,POL,,Poland
1936,1988,54.0,0.0,POL,,Poland
1937,1989,157.0,0.0,POL,,Poland
1938,1990,106.0,0.0,POL,1731.2095094382,Poland
1939,1991,161.0,0.0,POL,2235.54108862522,Poland
1940,1992,90.0,0.0,POL,2459.02068468253,Poland
1941,1993,78.0,0.0,POL,2497.13055936127,Poland
1942,1994,170.0,0.0,POL,2874.83163555069,Poland
1943,1995,161.0,0.0,POL,3686.84514580278,Poland
1944,1996,122.0,0.0,POL,4147.46550145483,Poland
1945,1997,125.0,16.666666666666664,POL,4123.14567666725,Poland
1946,1998,112.0,0.0,POL,4518.10822630174,Poland
1947,1999,104.0,0.0,POL,4398.07217426732,Poland
1948,2000,75.0,0.0,POL,4501.47996121234,Poland
1949,2001,107.0,0.0,POL,4991.24435799511,Poland
1950,2002,123.0,0.0,POL,5207.129304207,Poland
1951,2003,102.0,0.0,POL,5701.63886301914,Poland
1952,2004,142.0,0.0,POL,6681.30975087388,Poland
1953,2005,105.0,0.0,POL,8021.54789037388,Poland
1954,2006,133.0,0.0,POL,9035.53275810927,Poland
1955,2007,122.0,0.0,POL,11254.3140875349,Poland
1956,2008,157.0,0.0,POL,13995.7811598115,Poland
1957,2009,140.0,0.0,POL,11525.9007370991,Poland
1958,2010,116.0,0.0,POL,12504.2501856093,Poland
1959,2011,136.0,0.0,POL,13776.3883624327,Poland
1960,2012,119.0,0.0,POL,13010.7555868425,Poland
1961,2013,79.0,0.0,POL,13558.3411314221,Poland
1962,2014,128.0,0.0,POL,14181.9486817352,Poland
1963,2015,117.0,0.0,POL,12560.051419682,Poland
1964,2016,102.0,0.0,POL,12378.8117641782,Poland
1965,2017,115.0,0.0,POL,13815.4999463758,Poland
1966,2018,174.0,0.0,POL,15504.5089370714,Poland
1967,2019,168.0,16.666666666666664,POL,15700.0135796738,Poland
1968,1989,39.0,0.0,PRT,6056.38102771889,Portugal
1969,1990,44.0,0.0,PRT,7884.61798756332,Portugal
1970,1991,42.0,0.0,PRT,8958.9853330247,Portugal
1971,1992,35.0,0.0,PRT,10810.5665079626,Portugal
1972,1993,35.0,0.0,PRT,9534.6563637308,Portugal
1973,1994,52.0,0.0,PRT,9977.31990905771,Portugal
1974,1995,26.0,0.0,PRT,11781.3618502221,Portugal
1975,1996,21.0,0.0,PRT,12185.0914010629,Portugal
1976,1997,15.0,0.0,PRT,11575.5071124358,Portugal
1977,1998,6.0,16.666666666666664,PRT,12199.206385024,Portugal
1978,1999,29.0,16.666666666666664,PRT,12475.2917701476,Portugal
1979,2000,21.0,0.0,PRT,11526.3720667968,Portugal
1980,2001,6.0,0.0,PRT,11734.7649743954,Portugal
1981,2002,15.0,33.33333333333333,PRT,12936.6928204482,Portugal
1982,2003,22.0,0.0,PRT,15797.7821340276,Portugal
1983,2004,26.0,0.0,PRT,18064.1580932987,Portugal
1984,2005,27.0,0.0,PRT,18780.12751241,Portugal
1985,2006,78.0,16.666666666666664,PRT,19839.4540499032,Portugal
1986,2007,52.0,0.0,PRT,22811.0564844365,Portugal
1987,2008,55.0,16.666666666666664,PRT,24949.0413566739,Portugal
1988,2009,99.0,0.0,PRT,23151.2154130712,Portugal
1989,2010,75.0,0.0,PRT,22520.6423124045,Portugal
1990,2011,86.0,16.666666666666664,PRT,23217.2954965207,Portugal
1991,2012,96.0,0.0,PRT,20563.7136012629,Portugal
1992,2013,111.0,0.0,PRT,21653.1959752225,Portugal
1993,2014,123.0,0.0,PRT,22103.7009703321,Portugal
1994,2015,70.0,0.0,PRT,19250.1065376852,Portugal
1995,2016,88.0,0.0,PRT,19991.9724878805,Portugal
1996,2017,89.0,16.666666666666664,PRT,21490.429863104,Portugal
1997,2018,77.0,16.666666666666664,PRT,23562.5545228191,Portugal
1998,2019,93.0,0.0,PRT,23330.817288932,Portugal
1999,1997,8.0,Nan,PRI,12817.6449621352,Puerto Rico
2000,1999,0.0,Nan,PRI,15220.9913420267,Puerto Rico
2001,2000,8.0,Nan,PRI,16192.1269719638,Puerto Rico
2002,2002,17.0,Nan,PRI,18731.4593897378,Puerto Rico
2003,2003,23.0,Nan,PRI,19557.1202492358,Puerto Rico
2004,2004,43.0,Nan,PRI,20988.9923326534,Puerto Rico
2005,2005,8.0,16.666666666666664,PRI,21959.322696986,Puerto Rico
2006,2006,11.0,33.33333333333333,PRI,22935.9411586313,Puerto Rico
2007,2007,7.0,33.33333333333333,PRI,23664.8823485096,Puerto Rico
2008,2008,9.0,33.33333333333333,PRI,24898.3345857045,Puerto Rico
2009,2009,23.0,16.666666666666664,PRI,25768.7258883384,Puerto Rico
2010,2010,34.0,0.0,PRI,26435.74878578,Puerto Rico
2011,2011,32.0,0.0,PRI,27278.8830499205,Puerto Rico
2012,2012,32.0,0.0,PRI,27944.7338937424,Puerto Rico
2013,2013,14.0,25.0,PRI,28513.1657351067,Puerto Rico
2014,2014,12.0,100.0,PRI,28981.4573305866,Puerto Rico
2015,2015,18.0,33.33333333333333,PRI,29763.4883013861,Puerto Rico
2016,2016,27.0,50.0,PRI,30627.1634017011,Puerto Rico
2017,2017,55.0,20.0,PRI,31108.7527508912,Puerto Rico
2018,2018,46.0,16.666666666666664,PRI,31615.0667918433,Puerto Rico
2019,2019,3.0,0.0,PRI,32916.866800639,Puerto Rico
2020,1988,79.0,0.0,KOR,4748.64064406123,Republic of Korea
2021,1989,97.0,0.0,KOR,5817.06556721983,Republic of Korea
2022,1990,79.0,0.0,KOR,6609.99728316175,Republic of Korea
2023,1991,151.0,0.0,KOR,7636.9480638849,Republic of Korea
2024,1992,122.0,16.666666666666664,KOR,8126.66206183629,Republic of Korea
2025,1993,116.0,16.666666666666664,KOR,8884.91946408987,Republic of Korea
2026,1994,170.0,0.0,KOR,10385.3904572997,Republic of Korea
2027,1995,203.0,0.0,KOR,12564.7243743092,Republic of Korea
2028,1996,151.0,0.0,KOR,13402.994604707,Republic of Korea
2029,1997,164.0,0.0,KOR,12398.4904543462,Republic of Korea
2030,1998,154.0,16.666666666666664,KOR,8281.71948271445,Republic of Korea
2031,1999,164.0,33.33333333333333,KOR,10672.4475586765,Republic of Korea
2032,2000,172.0,16.666666666666664,KOR,12257.0206622345,Republic of Korea
2033,2001,185.0,16.666666666666664,KOR,11561.2071745115,Republic of Korea
2034,2002,163.0,0.0,KOR,13165.08362497,Republic of Korea
2035,2003,157.0,0.0,KOR,14672.8057539465,Republic of Korea
2036,2004,166.0,0.0,KOR,16496.1316167114,Republic of Korea
2037,2005,200.0,16.666666666666664,KOR,19402.5026259549,Republic of Korea
2038,2006,170.0,16.666666666666664,KOR,21743.4774514254,Republic of Korea
2039,2007,168.0,0.0,KOR,24086.4104391677,Republic of Korea
2040,2008,188.0,0.0,KOR,21350.427979823,Republic of Korea
2041,2009,188.0,0.0,KOR,19143.8516053025,Republic of Korea
2042,2010,156.0,0.0,KOR,23079.2601257735,Republic of Korea
2043,2011,144.0,0.0,KOR,25097.595426845,Republic of Korea
2044,2012,209.0,0.0,KOR,25459.1689000965,Republic of Korea
2045,2013,204.0,0.0,KOR,27179.5170146052,Republic of Korea
2046,2014,172.0,0.0,KOR,29252.9312377352,Republic of Korea
2047,2015,161.0,0.0,KOR,28737.4391706499,Republic of Korea
2048,2016,207.0,0.0,KOR,29280.4403170048,Republic of Korea
2049,2017,170.0,16.666666666666664,KOR,31600.7358741365,Republic of Korea
2050,2018,177.0,16.666666666666664,KOR,33447.1562836166,Republic of Korea
2051,2019,226.0,0.0,KOR,31902.4169048194,Republic of Korea
2052,1993,29.0,Nan,MDA,,Republic of Moldova
2053,1994,52.0,Nan,MDA,,Republic of Moldova
2054,1995,101.0,Nan,MDA,593.586592988924,Republic of Moldova
2055,1996,55.0,Nan,MDA,575.145455139019,Republic of Moldova
2056,1997,53.0,Nan,MDA,657.29213459795,Republic of Moldova
2057,1998,45.0,Nan,MDA,578.734627562193,Republic of Moldova
2058,1999,50.0,Nan,MDA,399.499818596336,Republic of Moldova
2059,2000,84.0,Nan,MDA,440.538683980372,Republic of Moldova
2060,2001,70.0,0.0,MDA,507.404076252819,Republic of Moldova
2061,2002,60.0,Nan,MDA,570.799866188293,Republic of Moldova
2062,2003,88.0,Nan,MDA,682.319095965299,Republic of Moldova
2063,2004,140.0,Nan,MDA,897.178494749468,Republic of Moldova
2064,2005,130.0,0.0,MDA,1034.39197746993,Republic of Moldova
2065,2006,140.0,0.0,MDA,1183.02481442894,Republic of Moldova
2066,2007,118.0,0.0,MDA,1531.21618590748,Republic of Moldova
2067,2008,74.0,0.0,MDA,2110.55305353857,Republic of Moldova
2068,2009,74.0,0.0,MDA,1898.43975710988,Republic of Moldova
2069,2010,92.0,0.0,MDA,2436.79935102421,Republic of Moldova
2070,2011,86.0,0.0,MDA,2941.36224066021,Republic of Moldova
2071,2012,104.0,16.666666666666664,MDA,3044.8084324815,Republic of Moldova
2072,2013,71.0,16.666666666666664,MDA,3321.04397795719,Republic of Moldova
2073,2014,90.0,0.0,MDA,3289.16784588695,Republic of Moldova
2074,2015,85.0,0.0,MDA,2749.91303825395,Republic of Moldova
2075,2016,65.0,0.0,MDA,2847.63506882245,Republic of Moldova
2076,2017,83.0,0.0,MDA,3454.95469039113,Republic of Moldova
2077,2018,86.0,0.0,MDA,4156.95750022299,Republic of Moldova
2078,2019,100.0,0.0,MDA,4404.95042249597,Republic of Moldova
2079,1984,199.0,0.0,ROM,,Romania
2080,1985,201.0,0.0,ROM,,Romania
2081,1986,171.0,Nan,ROM,,Romania
2082,1987,250.0,0.0,ROM,,Romania
2083,1988,201.0,0.0,ROM,,Romania
2084,1989,223.0,0.0,ROM,,Romania
2085,1990,171.0,0.0,ROM,,Romania
2086,1991,225.0,0.0,ROM,,Romania
2087,1992,177.0,0.0,ROM,,Romania
2088,1993,128.0,0.0,ROM,,Romania
2089,1994,198.0,0.0,ROM,,Romania
2090,1995,230.0,0.0,ROM,,Romania
2091,1996,187.0,0.0,ROM,,Romania
2092,1997,191.0,0.0,ROM,,Romania
2093,1998,155.0,0.0,ROM,,Romania
2094,1999,173.0,0.0,ROM,,Romania
2095,2000,139.0,0.0,ROM,,Romania
2096,2001,129.0,16.666666666666664,ROM,,Romania
2097,2002,157.0,16.666666666666664,ROM,,Romania
2098,2003,143.0,16.666666666666664,ROM,,Romania
2099,2004,176.0,0.0,ROM,,Romania
2100,2005,191.0,0.0,ROM,,Romania
2101,2006,152.0,0.0,ROM,,Romania
2102,2007,146.0,33.33333333333333,ROM,,Romania
2103,2008,141.0,33.33333333333333,ROM,,Romania
2104,2009,163.0,16.666666666666664,ROM,,Romania
2105,2010,127.0,0.0,ROM,,Romania
2106,2011,154.0,0.0,ROM,,Romania
2107,2012,144.0,16.666666666666664,ROM,,Romania
2108,2013,134.0,0.0,ROM,,Romania
2109,2014,156.0,16.666666666666664,ROM,,Romania
2110,2015,132.0,16.666666666666664,ROM,,Romania
2111,2016,130.0,0.0,ROM,,Romania
2112,2017,115.0,16.666666666666664,ROM,,Romania
2113,2018,129.0,0.0,ROM,,Romania
2114,2019,155.0,0.0,ROM,,Romania
2115,1992,158.0,16.666666666666664,RUS,3098.802734375,Russian Federation
2116,1993,177.0,16.666666666666664,RUS,2930.67016601563,Russian Federation
2117,1994,224.0,33.33333333333333,RUS,2662.10400390625,Russian Federation
2118,1995,227.0,16.666666666666664,RUS,2665.77978515625,Russian Federation
2119,1996,162.0,33.33333333333333,RUS,2643.92919921875,Russian Federation
2120,1997,202.0,16.666666666666664,RUS,2737.57202148438,Russian Federation
2121,1998,175.0,16.666666666666664,RUS,1834.86181640625,Russian Federation
2122,1999,182.0,0.0,RUS,1330.75720214844,Russian Federation
2123,2000,215.0,0.0,RUS,1771.59411621094,Russian Federation
2124,2001,196.0,0.0,RUS,2100.3525390625,Russian Federation
2125,2002,204.0,0.0,RUS,2377.52954101563,Russian Federation
2126,2003,167.0,0.0,RUS,2975.123046875,Russian Federation
2127,2004,205.0,16.666666666666664,RUS,4102.36474609375,Russian Federation
2128,2005,212.0,0.0,RUS,5323.455078125,Russian Federation
2129,2006,174.0,0.0,RUS,6920.19970703125,Russian Federation
2130,2007,184.0,16.666666666666664,RUS,9101.2392578125,Russian Federation
2131,2008,199.0,0.0,RUS,11635.2841796875,Russian Federation
2132,2009,203.0,0.0,RUS,8562.82421875,Russian Federation
2133,2010,169.0,0.0,RUS,10674.990234375,Russian Federation
2134,2011,161.0,16.666666666666664,RUS,14311.064453125,Russian Federation
2135,2012,177.0,0.0,RUS,15420.859375,Russian Federation
2136,2013,187.0,0.0,RUS,15974.6220703125,Russian Federation
2137,2014,191.0,0.0,RUS,14095.646484375,Russian Federation
2138,2015,141.0,0.0,RUS,9313.021484375,Russian Federation
2139,2016,165.0,0.0,RUS,8704.89453125,Russian Federation
2140,2017,128.0,0.0,RUS,10720.33203125,Russian Federation
2141,2018,201.0,0.0,RUS,11287.3544921875,Russian Federation
2142,2019,179.0,0.0,RUS,11536.2587890625,Russian Federation
2143,2004,4.0,Nan,SAU,10935.0165899837,Saudi Arabia
2144,2005,3.0,0.0,SAU,13462.7630489265,Saudi Arabia
2145,2006,3.0,0.0,SAU,14848.6020580308,Saudi Arabia
2146,2007,5.0,0.0,SAU,15756.193622653,Saudi Arabia
2147,2008,8.0,0.0,SAU,18944.8573494363,Saudi Arabia
2148,2010,55.0,0.0,SAU,17958.9478313331,Saudi Arabia
2149,2011,53.0,0.0,SAU,22441.571143891,Saudi Arabia
2150,2012,105.0,0.0,SAU,24069.2033148131,Saudi Arabia
2151,2013,84.0,0.0,SAU,23945.5123106892,Saudi Arabia
2152,2014,103.0,16.666666666666664,SAU,23862.8011860096,Saudi Arabia
2153,2015,81.0,16.666666666666664,SAU,20442.3660631613,Saudi Arabia
2154,2016,104.0,16.666666666666664,SAU,19930.407543816,Saudi Arabia
2155,2017,100.0,33.33333333333333,SAU,20910.4829617971,Saudi Arabia
2156,2018,69.0,16.666666666666664,SAU,24175.5833140113,Saudi Arabia
2157,2019,124.0,16.666666666666664,SAU,23405.7060995766,Saudi Arabia
2158,2006,88.0,33.33333333333333,SRB,4382.61727851692,Serbia
2159,2007,107.0,16.666666666666664,SRB,5848.47640545105,Serbia
2160,2008,139.0,16.666666666666664,SRB,7101.04014116862,Serbia
2161,2009,153.0,0.0,SRB,6169.11419477823,Serbia
2162,2010,135.0,0.0,SRB,5735.42285659849,Serbia
2163,2011,116.0,0.0,SRB,6809.15980400146,Serbia
2164,2012,126.0,0.0,SRB,6015.94522756969,Serbia
2165,2013,112.0,16.666666666666664,SRB,6755.07367461629,Serbia
2166,2014,129.0,16.666666666666664,SRB,6600.05621129155,Serbia
2167,2015,100.0,33.33333333333333,SRB,5588.9794435877,Serbia
2168,2016,106.0,0.0,SRB,5765.20335248009,Serbia
2169,2017,116.0,16.666666666666664,SRB,6292.5465490011,Serbia
2170,2018,158.0,16.666666666666664,SRB,7252.40366767165,Serbia
2171,2019,171.0,16.666666666666664,SRB,7417.20660836868,Serbia
2172,2003,101.0,16.666666666666664,SMN,,Serbia and Montenegro
2173,2004,132.0,16.666666666666664,SMN,,Serbia and Montenegro
2174,2005,75.0,0.0,SMN,,Serbia and Montenegro
2175,1988,96.0,0.0,SGP,8914.44122574729,Singapore
2176,1989,143.0,0.0,SGP,10394.5389962406,Singapore
2177,1990,93.0,0.0,SGP,11861.7561591366,Singapore
2178,1991,94.0,16.666666666666664,SGP,14502.3799938606,Singapore
2179,1992,89.0,0.0,SGP,16136.2405377661,Singapore
2180,1993,75.0,0.0,SGP,18290.130113185,Singapore
2181,1994,116.0,16.666666666666664,SGP,21552.4100366948,Singapore
2182,1995,131.0,0.0,SGP,24914.8507020358,Singapore
2183,1996,86.0,0.0,SGP,26232.866096827,Singapore
2184,1997,88.0,0.0,SGP,26375.8653668113,Singapore
2185,1998,110.0,0.0,SGP,21829.2737831583,Singapore
2186,1999,71.0,0.0,SGP,21796.6373891001,Singapore
2187,2000,71.0,16.666666666666664,SGP,23852.8389514753,Singapore
2188,2001,87.0,0.0,SGP,21699.7414868907,Singapore
2189,2002,112.0,0.0,SGP,22159.8373710639,Singapore
2190,2003,71.0,16.666666666666664,SGP,23730.3840054566,Singapore
2191,2004,139.0,16.666666666666664,SGP,27608.080013423,Singapore
2192,2005,145.0,16.666666666666664,SGP,29961.3172812732,Singapore
2193,2006,100.0,0.0,SGP,33768.4528234651,Singapore
2194,2007,87.0,0.0,SGP,39432.8860198877,Singapore
2195,2008,98.0,0.0,SGP,40008.5720489092,Singapore
2196,2009,116.0,0.0,SGP,38926.8054365453,Singapore
2197,2010,117.0,0.0,SGP,47236.683084953,Singapore
2198,2011,179.0,0.0,SGP,53891.4570264372,Singapore
2199,2012,154.0,0.0,SGP,55547.5553077786,Singapore
2200,2013,182.0,0.0,SGP,56967.4257940383,Singapore
2201,2014,161.0,0.0,SGP,57564.8023114977,Singapore
2202,2015,139.0,0.0,SGP,55645.6068614606,Singapore
2203,2016,196.0,0.0,SGP,56895.6583127851,Singapore
2204,2017,131.0,0.0,SGP,61164.8973569773,Singapore
2205,2018,175.0,0.0,SGP,66836.521995236,Singapore
2206,2019,174.0,0.0,SGP,66070.4868123062,Singapore
2207,1993,126.0,0.0,SVK,3102.29685877712,Slovakia
2208,1994,150.0,0.0,SVK,3771.35951578288,Slovakia
2209,1995,145.0,0.0,SVK,4819.12555470987,Slovakia
2210,1996,108.0,16.666666666666664,SVK,5196.94037965932,Slovakia
2211,1997,96.0,16.666666666666664,SVK,5146.67107827084,Slovakia
2212,1998,88.0,16.666666666666664,SVK,5538.61646477184,Slovakia
2213,1999,88.0,33.33333333333333,SVK,5645.58139584233,Slovakia
2214,2000,111.0,33.33333333333333,SVK,5426.62428119306,Slovakia
2215,2001,54.0,33.33333333333333,SVK,5722.1681828083,Slovakia
2216,2002,119.0,16.666666666666664,SVK,6564.69631373665,Slovakia
2217,2003,77.0,16.666666666666664,SVK,8731.93736824381,Slovakia
2218,2004,119.0,16.666666666666664,SVK,10691.4465495259,Slovakia
2219,2005,131.0,0.0,SVK,11690.1134689407,Slovakia
2220,2006,118.0,0.0,SVK,13170.7849804675,Slovakia
2221,2007,86.0,0.0,SVK,16106.0604446695,Slovakia
2222,2008,76.0,0.0,SVK,18753.5849413816,Slovakia
2223,2009,73.0,0.0,SVK,16597.2084581361,Slovakia
2224,2010,92.0,0.0,SVK,16908.8479564876,Slovakia
2225,2011,111.0,16.666666666666664,SVK,18509.7402157541,Slovakia
