year,country,firstname,lastname,problem1,problem2,problem3,problem4,problem5,problem6,total,rank,award
2008,Hungary,Viktor,Kiss,3.0,5.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Hungary,Dániel,Korándi,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Japan,Tomohiro,Asano,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Kazakhstan,Tussupbekov,Yerkin,7.0,7.0,0.0,7.0,1.0,0.0,22,127,Silver medal
2008,Mexico,Aldo,Pacchiano Camacho,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Netherlands,Milan,Lopuhaä,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Netherlands,Floris,van Doorn,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Peru,Tomás Miguel,Angles Larico,7.0,7.0,0.0,7.0,0.0,1.0,22,127,Silver medal
2008,Poland,Szymon,Majewski,7.0,7.0,0.0,7.0,1.0,0.0,22,127,Silver medal
2008,Singapore,Lei,Lei,5.0,2.0,0.0,7.0,7.0,1.0,22,127,Silver medal
2008,South Africa,Henry Robert,Thackeray,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Sweden,Gunnar,Guannan Peng,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Switzerland,Johannes,Josi,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Taiwan,Kuan-Chieh,Liao,7.0,1.0,0.0,7.0,7.0,0.0,22,127,Silver medal
2008,Bulgaria,Borislav Atanasov,Valkov,7.0,7.0,0.0,7.0,0.0,0.0,21,148,Bronze medal
2008,Canada,Xiaolin (Danny),Shi,7.0,5.0,0.0,7.0,2.0,0.0,21,148,Bronze medal
2008,Canada,Chen,Sun,7.0,1.0,0.0,6.0,7.0,0.0,21,148,Bronze medal
2008,France,Martin,Clochard,7.0,6.0,0.0,7.0,1.0,0.0,21,148,Bronze medal
2008,Japan,Motoki,Takigiku,7.0,7.0,0.0,7.0,0.0,0.0,21,148,Bronze medal
2008,Mexico,Manuel Guillermo,López Buenfil,7.0,0.0,0.0,7.0,7.0,0.0,21,148,Bronze medal
2008,Romania,Daniel - Tiberiu,Rimovecz,7.0,7.0,0.0,7.0,0.0,0.0,21,148,Bronze medal
2008,Singapore,Jia-Han,Chiam,7.0,0.0,0.0,7.0,7.0,0.0,21,148,Bronze medal
2008,Thailand,Potcharapol,Suteparuk,7.0,5.0,0.0,7.0,2.0,0.0,21,148,Bronze medal
2008,North Macedonia,Bodan,Arsovski,7.0,1.0,0.0,6.0,7.0,0.0,21,148,Bronze medal
2008,Vietnam,Đặng,Trần Tiến Vinh,7.0,7.0,0.0,7.0,0.0,0.0,21,148,Bronze medal
2008,Argentina,Nicolás,Rodríguez Castro,7.0,4.0,0.0,7.0,2.0,0.0,20,159,Bronze medal
2008,Bosnia and Herzegovina,Jelena,Radović,5.0,5.0,1.0,7.0,2.0,0.0,20,159,Bronze medal
2008,Canada,Alexander,Remorov,7.0,5.0,0.0,7.0,1.0,0.0,20,159,Bronze medal
2008,Croatia,Adrian Satja,Kurdija,7.0,4.0,0.0,7.0,2.0,0.0,20,159,Bronze medal
2008,Greece,Anastasios,Vafeidis,7.0,4.0,2.0,7.0,0.0,0.0,20,159,Bronze medal
2008,Israel,Omri,Ben Eliezer,7.0,1.0,0.0,7.0,5.0,0.0,20,159,Bronze medal
2008,Kazakhstan,Sanzhar,Orazbayev,7.0,5.0,1.0,7.0,0.0,0.0,20,159,Bronze medal
2008,Singapore,Wei Quan,Lim,7.0,4.0,0.0,7.0,1.0,1.0,20,159,Bronze medal
2008,Ukraine,Vitaliy,Senin,7.0,5.0,0.0,6.0,2.0,0.0,20,159,Bronze medal
2008,United Kingdom,Freddie,Manners,7.0,2.0,0.0,4.0,7.0,0.0,20,159,Bronze medal
2008,Vietnam,Dương,Trọng Hoàng,7.0,5.0,0.0,7.0,1.0,0.0,20,159,Bronze medal
2008,Albania,Beniada,Shabani,7.0,7.0,1.0,4.0,0.0,0.0,19,170,Bronze medal
2008,Azerbaijan,Sarkhan,Badirli,5.0,5.0,0.0,7.0,2.0,0.0,19,170,Bronze medal
2008,Belarus,Aliaksei,Vaidzelevich,7.0,5.0,0.0,7.0,0.0,0.0,19,170,Bronze medal
2008,Bulgaria,Evgeni Simeonov,Dimitrov,7.0,1.0,0.0,4.0,7.0,0.0,19,170,Bronze medal
2008,Bulgaria,Svetozar Zlatkov,Stankov,7.0,1.0,0.0,6.0,3.0,2.0,19,170,Bronze medal
2008,Canada,Chengyue (Jarno),Sun,7.0,4.0,0.0,7.0,1.0,0.0,19,170,Bronze medal
2008,Croatia,Goran,Žužić,7.0,1.0,0.0,4.0,7.0,0.0,19,170,Bronze medal
2008,Germany,Jessica,Fintzen,7.0,1.0,0.0,4.0,7.0,0.0,19,170,Bronze medal
2008,Hungary,Kristóf,Kornis,7.0,1.0,0.0,4.0,7.0,0.0,19,170,Bronze medal
2008,India,Anirudh,Gurjale,5.0,7.0,1.0,6.0,0.0,0.0,19,170,Bronze medal
2008,India,Utkarsh,Tripathi,7.0,7.0,0.0,4.0,1.0,0.0,19,170,Bronze medal
2008,Indonesia,Aldrian Obaja,Muis,7.0,3.0,0.0,7.0,2.0,0.0,19,170,Bronze medal
2008,Israel,Oleg,Zlydenko,5.0,5.0,0.0,7.0,2.0,0.0,19,170,Bronze medal
2008,Italy,Davide,Lombardo,7.0,1.0,1.0,7.0,3.0,0.0,19,170,Bronze medal
2008,Turkey,Alper,İnecik,7.0,7.0,0.0,4.0,1.0,0.0,19,170,Bronze medal
2008,Turkey,Semih,Yavuz,7.0,4.0,0.0,7.0,1.0,0.0,19,170,Bronze medal
2008,Bosnia and Herzegovina,Salem,Malikić,7.0,4.0,0.0,7.0,0.0,0.0,18,186,Bronze medal
2008,Germany,Florentin,Münch,7.0,6.0,1.0,4.0,0.0,0.0,18,186,Bronze medal
2008,India,Prashant,Sohani,7.0,7.0,0.0,0.0,3.0,1.0,18,186,Bronze medal
2008,Italy,Mattia,Galeotti,7.0,5.0,0.0,6.0,0.0,0.0,18,186,Bronze medal
2008,Lithuania,Vaidotas,Kurlianskas,5.0,5.0,0.0,7.0,1.0,0.0,18,186,Bronze medal
2008,Mongolia,Temuge,Enkhbaatar,7.0,4.0,0.0,7.0,0.0,0.0,18,186,Bronze medal
2008,Morocco,Mahmoud,Ezzaki,7.0,5.0,0.0,6.0,0.0,0.0,18,186,Bronze medal
2008,Peru,Ivan,Muñoz Castillo,7.0,7.0,0.0,4.0,0.0,0.0,18,186,Bronze medal
2008,Peru,Amilcar,Velez Salamanca,7.0,4.0,0.0,7.0,0.0,0.0,18,186,Bronze medal
2008,Uzbekistan,Alisher,Eshonkulov,7.0,7.0,0.0,4.0,0.0,0.0,18,186,Bronze medal
2008,Uzbekistan,Farhod,Haydarov,7.0,7.0,0.0,4.0,0.0,0.0,18,186,Bronze medal
2008,Uzbekistan,Sherzod,Safoyev,7.0,7.0,0.0,4.0,0.0,0.0,18,186,Bronze medal
2008,Uzbekistan,Diyora,Salimova,7.0,7.0,0.0,4.0,0.0,0.0,18,186,Bronze medal
2008,Belarus,Mikhail,Hlushchanka,5.0,5.0,0.0,7.0,0.0,0.0,17,199,Bronze medal
2008,Bosnia and Herzegovina,Vedran,Karahodžić,7.0,1.0,1.0,7.0,0.0,1.0,17,199,Bronze medal
2008,Croatia,Melkior,Ornik,7.0,1.0,0.0,7.0,2.0,0.0,17,199,Bronze medal
2008,Cyprus,Michael,Anastos,7.0,1.0,0.0,4.0,5.0,0.0,17,199,Bronze medal
2008,Greece,Silouanos,Brazitikos,7.0,4.0,0.0,6.0,0.0,0.0,17,199,Bronze medal
2008,Iceland,Guðmundur Reynir,Gunnarsson,7.0,1.0,0.0,7.0,2.0,0.0,17,199,Bronze medal
2008,India,Rudradev,Basak,7.0,4.0,1.0,3.0,2.0,0.0,17,199,Bronze medal
2008,Indonesia,Fahmi,Fuady,4.0,7.0,0.0,6.0,0.0,0.0,17,199,Bronze medal
2008,Macau,Chi Wa,Iao,5.0,7.0,0.0,4.0,1.0,0.0,17,199,Bronze medal
2008,Romania,Mihail-Eugen,Dumitrescu,7.0,1.0,1.0,7.0,1.0,0.0,17,199,Bronze medal
2008,Slovakia,Michal,Spišiak,7.0,2.0,0.0,7.0,1.0,0.0,17,199,Bronze medal
2008,Slovenia,Jure,Vogrinc,7.0,1.0,0.0,7.0,2.0,0.0,17,199,Bronze medal
2008,Turkmenistan,Merdan,Artykov,7.0,5.0,0.0,4.0,1.0,0.0,17,199,Bronze medal
2008,Argentina,Juan Andrés,Dodyk,7.0,1.0,0.0,7.0,1.0,0.0,16,212,Bronze medal
2008,Austria,Yimin,Ge,7.0,1.0,0.0,7.0,1.0,0.0,16,212,Bronze medal
2008,Azerbaijan,Elyar,Gulamhuseynli,5.0,7.0,0.0,4.0,0.0,0.0,16,212,Bronze medal
2008,Azerbaijan,Ruslan,Muslumov,5.0,4.0,0.0,7.0,0.0,0.0,16,212,Bronze medal
2008,Chile,Cristobal,Parraguez,5.0,0.0,0.0,4.0,7.0,0.0,16,212,Bronze medal
2008,Costa Rica,Carlos,Bonilla Zúñiga,7.0,2.0,0.0,7.0,0.0,0.0,16,212,Bronze medal
2008,Czech Republic,Josef,Tkadlec,7.0,1.0,0.0,6.0,1.0,1.0,16,212,Bronze medal
2008,France,Rémi,De Joannis De Verclos,7.0,1.0,0.0,7.0,1.0,0.0,16,212,Bronze medal
2008,France,Ambroise,Marigot,7.0,1.0,0.0,7.0,0.0,1.0,16,212,Bronze medal
2008,Georgia,Lasha,Peradze,7.0,4.0,0.0,4.0,1.0,0.0,16,212,Bronze medal
2008,India,Ankit Ashok,Baraskar,7.0,1.0,0.0,7.0,1.0,0.0,16,212,Bronze medal
2008,Kazakhstan,Asset,Daliyev,7.0,1.0,1.0,7.0,0.0,0.0,16,212,Bronze medal
2008,Luxembourg,Jingran,Lin,7.0,1.0,0.0,1.0,7.0,0.0,16,212,Bronze medal
2008,Macau,Chi Choi,Wong,5.0,5.0,0.0,4.0,2.0,0.0,16,212,Bronze medal
2008,Netherlands,Raymond,van Bommel,1.0,1.0,0.0,7.0,7.0,0.0,16,212,Bronze medal
2008,Netherlands,Remy,van Dobben de Bruyn,7.0,1.0,0.0,7.0,1.0,0.0,16,212,Bronze medal
2008,Paraguay,Maurizio,Caló Caligaris,7.0,1.0,1.0,7.0,0.0,0.0,16,212,Bronze medal
2008,Singapore,Dominic Lee,Jun,7.0,1.0,0.0,7.0,1.0,0.0,16,212,Bronze medal
2008,Slovakia,Vladislav,Ujházi,5.0,4.0,0.0,7.0,0.0,0.0,16,212,Bronze medal
2008,Slovenia,Primož,Pušnik,7.0,5.0,0.0,4.0,0.0,0.0,16,212,Bronze medal
2008,Switzerland,Eben,Freeman,7.0,2.0,0.0,7.0,0.0,0.0,16,212,Bronze medal
2008,Tajikistan,Akbarshoh,Fayzulloev,5.0,7.0,0.0,4.0,0.0,0.0,16,212,Bronze medal
2008,Trinidad and Tobago,Chandresh Amrit,Ramlagan,7.0,2.0,0.0,7.0,0.0,0.0,16,212,Bronze medal
2008,Turkmenistan,Nazar,Emirov,7.0,5.0,0.0,4.0,0.0,0.0,16,212,Bronze medal
2008,Ukraine,Yuliya,Semikina,7.0,2.0,0.0,7.0,0.0,0.0,16,212,Bronze medal
2008,United Kingdom,Dominic,Yeo,5.0,1.0,0.0,7.0,3.0,0.0,16,212,Bronze medal
2008,Argentina,Mauro,Schilman,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Australia,Sampson,Wong,7.0,1.0,0.0,6.0,0.0,1.0,15,238,Bronze medal
2008,Belgium,Pierre-Alain,Jacqmin,5.0,1.0,0.0,7.0,2.0,0.0,15,238,Bronze medal
2008,Brazil,Marcelo Matheus,Gauy,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Costa Rica,Karim Antonio,Vindas Yassine,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Estonia,Fjodor,Gainullin,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Finland,Sylvester,Eriksson-Bique,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,France,Juliette,Fournier,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Georgia,Beka,Ergemlidze,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Georgia,Lasha,Lakirbaia,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Georgia,Tsotne,Tabidze,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Georgia,Levan,Varamashvili,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Germany,Philipp,Weiß,6.0,1.0,0.0,4.0,3.0,1.0,15,238,Bronze medal
2008,Guatemala,Esteban José,Arreaga Ambéliz,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Hong Kong,Ping Ngai,Chung,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Italy,Federico,Lo Bianco,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Kazakhstan,Yeskendir,Kassenov,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Lithuania,Gytis,Žilinskas,7.0,1.0,0.0,6.0,1.0,0.0,15,238,Bronze medal
2008,Luxembourg,Pierre,Haas,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Philippines,Diogo Miguel,Moitinho de Almeida,7.0,7.0,0.0,0.0,1.0,0.0,15,238,Bronze medal
2008,Poland,Radosław,Burny,7.0,1.0,0.0,1.0,6.0,0.0,15,238,Bronze medal
2008,Portugal,Jorge Ricardo,Landeira da Silva Miranda,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Portugal,Pedro Manuel,Passos de Sousa Vieira,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Slovakia,Filip,Sládek,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Spain,Gabriel,Fürstenheim Milerud,7.0,1.0,0.0,4.0,3.0,0.0,15,238,Bronze medal
2008,Spain,Diego Bruno,Izquierdo Arseguet,5.0,1.0,0.0,7.0,2.0,0.0,15,238,Bronze medal
2008,Spain,Arnau,Messegué Buisan,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,North Macedonia,Bojan,Joveski,7.0,4.0,0.0,4.0,0.0,0.0,15,238,Bronze medal
2008,Turkmenistan,Azat,Meredov,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Turkmenistan,Kakamyrat,Tusiyev,7.0,1.0,0.0,7.0,0.0,0.0,15,238,Bronze medal
2008,Austria,Philipp,Schönbauer,7.0,0.0,0.0,7.0,0.0,0.0,14,268,Honourable mention
2008,Belgium,Hoan-Phung,Bui,4.0,0.0,1.0,7.0,2.0,0.0,14,268,Honourable mention
2008,Croatia,Nina,Kamčev,7.0,1.0,1.0,4.0,1.0,0.0,14,268,Honourable mention
2008,Cyprus,Christos,Anastassiades,7.0,1.0,0.0,4.0,2.0,0.0,14,268,Honourable mention
2008,Czech Republic,Jan,Matějka,7.0,2.0,0.0,4.0,1.0,0.0,14,268,Honourable mention
2008,Czech Republic,Jakub,Töpfer,7.0,0.0,0.0,7.0,0.0,0.0,14,268,Honourable mention
2008,France,Rémi,Varloot,7.0,0.0,0.0,7.0,0.0,0.0,14,268,Honourable mention
2008,Greece,Nikolaos,Panagiotakos,7.0,0.0,0.0,7.0,0.0,0.0,14,268,Honourable mention
2008,India,Abhinav,Garg,7.0,1.0,0.0,4.0,2.0,0.0,14,268,Honourable mention
2008,Israel,Ohad,Nir,7.0,0.0,0.0,7.0,0.0,0.0,14,268,Honourable mention
2008,Mongolia,Enkhzaya,Enkhtaivan,7.0,7.0,0.0,0.0,0.0,0.0,14,268,Honourable mention
2008,New Zealand,Ben,Kornfeld,7.0,1.0,0.0,4.0,2.0,0.0,14,268,Honourable mention
2008,Republic of Moldova,Andrei,Iliaşenco,7.0,6.0,0.0,1.0,0.0,0.0,14,268,Honourable mention
2008,Serbia,Aleksandar,Vasiljković,7.0,1.0,0.0,6.0,0.0,0.0,14,268,Honourable mention
2008,Slovenia,Aljaž,Zalar,7.0,1.0,0.0,4.0,2.0,0.0,14,268,Honourable mention
2008,South Africa,Liam,Baker,7.0,0.0,0.0,7.0,0.0,0.0,14,268,Honourable mention
2008,Albania,Andi,Reçi,7.0,1.0,1.0,4.0,0.0,0.0,13,284,Honourable mention
2008,Austria,Enrico,Kravina,7.0,0.0,0.0,6.0,0.0,0.0,13,284,Honourable mention
2008,Croatia,Sara,Muhvić,5.0,1.0,0.0,7.0,0.0,0.0,13,284,Honourable mention
2008,Greece,Ilias,Giechaskiel,1.0,4.0,0.0,7.0,1.0,0.0,13,284,Honourable mention
2008,Liechtenstein,Florian,Meier,7.0,2.0,0.0,4.0,0.0,0.0,13,284,Honourable mention
2008,Lithuania,Jonas,Pauliukevičius,7.0,2.0,0.0,4.0,0.0,0.0,13,284,Honourable mention
2008,Malaysia,Joshua Lim,Kai Tsen,5.0,1.0,0.0,7.0,0.0,0.0,13,284,Honourable mention
2008,Mexico,Malors Emilio,Espinosa Lara,7.0,2.0,0.0,4.0,0.0,0.0,13,284,Honourable mention
2008,Slovakia,Tomáš,Kocák,7.0,1.0,0.0,4.0,1.0,0.0,13,284,Honourable mention
2008,Spain,David,Alfaya Sánchez,7.0,1.0,0.0,4.0,1.0,0.0,13,284,Honourable mention
2008,Spain,Moisés,Herradón Cueto,7.0,1.0,0.0,4.0,1.0,0.0,13,284,Honourable mention
2008,Sweden,Thomas,Bååth-Sjöblom,7.0,2.0,0.0,4.0,0.0,0.0,13,284,Honourable mention
2008,Tajikistan,Inomzhon,Mirzaev,5.0,1.0,0.0,7.0,0.0,0.0,13,284,Honourable mention
2008,Armenia,Tigran,Hakobyan,1.0,4.0,0.0,7.0,0.0,0.0,12,297,Honourable mention
2008,Armenia,Vahagn,Kirakosyan,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Costa Rica,Rafael Ángel,Rodríguez Arguedas,7.0,1.0,0.0,3.0,1.0,0.0,12,297,Honourable mention
2008,Costa Rica,Alonso,Zamora Mejias,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Finland,Janne,Junnila,7.0,0.0,0.0,4.0,1.0,0.0,12,297,Honourable mention
2008,Greece,Nikolaos,Rapanos,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Hong Kong,Yee Ka,Tai,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Indonesia,Joseph,Andreas,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Lithuania,Vaidotas,Juronis,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Luxembourg,Giancarlo,Kerg,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Mexico,Rodrigo,Mendoza Orozco,7.0,0.0,0.0,4.0,1.0,0.0,12,297,Honourable mention
2008,Montenegro,Marica,Knežević,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Morocco,Amina,Doumane,0.0,5.0,0.0,7.0,0.0,0.0,12,297,Honourable mention
2008,New Zealand,Jingcheng,Bian,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Norway,Sivert,Bocianowski,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Republic of Moldova,Dragoş,Gîlcă,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Serbia,Vladimir,Nikolić,2.0,0.0,0.0,7.0,3.0,0.0,12,297,Honourable mention
2008,Singapore,Jun Ren,Lim,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,South Africa,Ben-Eben,De Klerk,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,South Africa,Nicolaas,van der Mey,5.0,1.0,0.0,4.0,2.0,0.0,12,297,
2008,Sri Lanka,Buddhima Ruwanmini Gamlath,Gamlath Ralalage,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Sweden,Peter,Zarén,7.0,1.0,0.0,4.0,0.0,0.0,12,297,Honourable mention
2008,Switzerland,Dimitri,Wyss,7.0,5.0,0.0,0.0,0.0,0.0,12,297,Honourable mention
2008,Armenia,Vahan,Huroyan,7.0,1.0,0.0,3.0,0.0,0.0,11,320,Honourable mention
2008,Azerbaijan,Farid,Mammadov,6.0,1.0,0.0,4.0,0.0,0.0,11,320,
2008,Belarus,Artsiom,Toyestseu,1.0,5.0,0.0,4.0,0.0,1.0,11,320,
2008,Colombia,Jorge Alberto,Olarte,7.0,0.0,0.0,4.0,0.0,0.0,11,320,Honourable mention
2008,Denmark,Henrik Tobias,Madsen,1.0,1.0,0.0,7.0,2.0,0.0,11,320,Honourable mention
2008,Hong Kong,Wai Ming,Tai,5.0,5.0,0.0,1.0,0.0,0.0,11,320,
2008,Ireland,Galin,Ganchev,5.0,1.0,0.0,4.0,1.0,0.0,11,320,
2008,Kyrgyzstan,Bekbolot,Urmatuulu,7.0,0.0,0.0,4.0,0.0,0.0,11,320,Honourable mention
2008,Luxembourg,Marc,Sinner,7.0,0.0,0.0,4.0,0.0,0.0,11,320,Honourable mention
2008,Macau,Ka Chon,Ieong,7.0,0.0,0.0,4.0,0.0,0.0,11,320,Honourable mention
2008,Mexico,Manuel Jesús,Novelo Puc,7.0,1.0,0.0,1.0,2.0,0.0,11,320,Honourable mention
2008,Mongolia,Zorigoo,Ochirkhuyag,7.0,0.0,0.0,4.0,0.0,0.0,11,320,Honourable mention
2008,Republic of Moldova,Alexei,Zubarev,6.0,1.0,0.0,4.0,0.0,0.0,11,320,
2008,Spain,Juan José,Madrigal Martínez,7.0,1.0,0.0,0.0,1.0,2.0,11,320,Honourable mention
2008,Sweden,Gabriel,Isheden,7.0,0.0,0.0,4.0,0.0,0.0,11,320,Honourable mention
2008,Uzbekistan,Elbek,Kurbonov,3.0,4.0,0.0,4.0,0.0,0.0,11,320,
2008,Uzbekistan,Abror,Pirnapasov,1.0,6.0,0.0,4.0,0.0,0.0,11,320,
2008,Albania,Redi,Haderi,5.0,1.0,0.0,4.0,0.0,0.0,10,337,
2008,Austria,Joachim,Orthaber,7.0,1.0,0.0,1.0,1.0,0.0,10,337,Honourable mention
2008,Bangladesh,Samin,Riasat,5.0,1.0,0.0,4.0,0.0,0.0,10,337,
2008,Latvia,Indra,Niedre,5.0,1.0,0.0,4.0,0.0,0.0,10,337,
2008,Netherlands,Alexander,van Hoorn,3.0,1.0,0.0,6.0,0.0,0.0,10,337,
2008,Norway,Thomas Berge,Grythe,5.0,1.0,0.0,4.0,0.0,0.0,10,337,
2008,South Africa,Haroon,Moolla,1.0,1.0,0.0,7.0,1.0,0.0,10,337,Honourable mention
2008,Uruguay,Juan Pablo,Garcia Garland,6.0,1.0,0.0,1.0,2.0,0.0,10,337,
2008,Venezuela,Sofía,Taylor,2.0,0.0,0.0,7.0,1.0,0.0,10,337,Honourable mention
2008,Armenia,Artur,Darbinyan,5.0,0.0,0.0,4.0,0.0,0.0,9,346,
2008,Bangladesh,Nazia Naser,Chowdhury,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,Colombia,Hayden,Liu Weng,2.0,0.0,0.0,4.0,3.0,0.0,9,346,
2008,Ecuador,Qi,Han,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,El Salvador,Otto,Tang Chen,6.0,1.0,0.0,1.0,1.0,0.0,9,346,
2008,Estonia,Kairi,Kangro,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,Greece,Alkistis,Mavroeidi,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,Honduras,Oscar Hernan,Madrid Padilla,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,Indonesia,Satria Stanza,Pramayoga,0.0,5.0,0.0,4.0,0.0,0.0,9,346,
2008,Ireland,David,McCarthy,0.0,1.0,0.0,1.0,7.0,0.0,9,346,Honourable mention
2008,Ireland,Katherine,McCutcheon,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,Latvia,Pēteris,Eriņš,1.0,1.0,0.0,7.0,0.0,0.0,9,346,Honourable mention
2008,Malaysia,Saw,Yihui,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,Mongolia,Myagmarjav,Bold,5.0,1.0,0.0,3.0,0.0,0.0,9,346,
2008,Morocco,Mounir,Zerdani,0.0,5.0,0.0,4.0,0.0,0.0,9,346,
2008,Portugal,Eloísa,Pires,1.0,1.0,0.0,7.0,0.0,0.0,9,346,Honourable mention
2008,Slovakia,Albert,Herencsár,5.0,0.0,0.0,4.0,0.0,0.0,9,346,
2008,South Africa,Francois Jacobus,Conradie,1.0,1.0,0.0,7.0,0.0,0.0,9,346,Honourable mention
2008,Switzerland,Georg,Balmer,0.0,2.0,0.0,7.0,0.0,0.0,9,346,Honourable mention
2008,Tajikistan,Igor,Korobeynikov,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,Tajikistan,Tokhir,Saidzoda,5.0,0.0,0.0,4.0,0.0,0.0,9,346,
2008,Tunisia,Beyrem,Khalfaoui,7.0,1.0,0.0,1.0,0.0,0.0,9,346,Honourable mention
2008,Albania,Arbana,Grembi,2.0,5.0,0.0,0.0,1.0,0.0,8,368,
2008,Austria,Waltraud,Lederle,7.0,1.0,0.0,0.0,0.0,0.0,8,368,Honourable mention
2008,Azerbaijan,Shahriyar,Garaloglu,4.0,0.0,0.0,4.0,0.0,0.0,8,368,
2008,Bosnia and Herzegovina,Ana,Krkljić,7.0,0.0,0.0,1.0,0.0,0.0,8,368,Honourable mention
2008,Cambodia,Samrith,Ly,7.0,1.0,0.0,0.0,0.0,0.0,8,368,Honourable mention
2008,Chile,Sebastian,Zuñiga,7.0,0.0,0.0,1.0,0.0,0.0,8,368,Honourable mention
2008,Czech Republic,Samuel,Říha,7.0,0.0,0.0,1.0,0.0,0.0,8,368,Honourable mention
2008,El Salvador,Luis Damián,Reyes Rodríguez,7.0,1.0,0.0,0.0,0.0,0.0,8,368,Honourable mention
2008,Georgia,Nikoloz,Salia,0.0,1.0,0.0,7.0,0.0,0.0,8,368,Honourable mention
2008,Honduras,Darwin Omar,Gutierrez,7.0,1.0,0.0,0.0,0.0,0.0,8,368,Honourable mention
2008,Indonesia,Sa'Aadah Sajjana,Carita,7.0,0.0,0.0,1.0,0.0,0.0,8,368,Honourable mention
2008,Israel,Lir,Bahack,1.0,0.0,0.0,7.0,0.0,0.0,8,368,Honourable mention
2008,Latvia,Krišjānis,Prūsis,1.0,0.0,0.0,7.0,0.0,0.0,8,368,Honourable mention
2008,Lithuania,Julius,Jonušas,7.0,1.0,0.0,0.0,0.0,0.0,8,368,Honourable mention
2008,Malaysia,Muhamad,Amir Bin Mohd Fadzil,7.0,0.0,0.0,0.0,0.0,1.0,8,368,Honourable mention
2008,Mexico,Andrés,Campero Núñez,7.0,0.0,0.0,1.0,0.0,0.0,8,368,Honourable mention
2008,Morocco,Amine,Himedi,0.0,4.0,0.0,4.0,0.0,0.0,8,368,
2008,Netherlands,Maarten,Roelofsma,3.0,1.0,0.0,4.0,0.0,0.0,8,368,
